name,gender,langage,frequency,translated_name
stéphanie,f,french,1.53,ستيفاني
stephanie,f,"english, german",0,ستيفاني
stephanos,m,"ancient greek, greek",0.1,ستيفانوس
stephany,f,english,0,ستيفاني
stephen,m,"english, biblical",1.34,ستيفن
steren,f,cornish,0,سترين
sterling,m,english,2.33,الجنيه الاسترليني
sterre,f,dutch,0,ستير
steve,m,english,0.48,ستيف
steven,m,english,0,ستيفن
stevie,"f,m",english,0.03,ستيفي
stew,m,english,0,حساء
stewart,m,english,0.89,ستيوارت
stian,m,scandinavian,0,ستيان
stig,m,scandinavian,0,ستيج
stígandr,m,ancient scandinavian,0,ستيغاندر
stijn,m,dutch,0,stijn
stina,f,scandinavian,0,ستينا
stiofán,m,irish,0,Stiofán
stirling,m,english,0.29,ستيرلنغ
storm,"m,f",english,0.19,عاصفة
straton,m,ancient greek,0.1,ستراتون
stribog,m,slavic mythology,0,ضرب
stu,m,english,0,ستو
stuart,m,"english, scottish",1.88,ستيوارت
stylianos,m,greek,0,Stylianos
su,f,english,54.95,سو
subhash,m,indian,0,subhash
subira,f,african,0.57,subira
sudarshana,m,indian,0,سودارشانا
sudhir,m,indian,0,سودهير
sue,f,english,2.55,قاضى
suha,f,arabic,0,سها
suhail,m,arabic,0,سهيل
suhayl,m,arabic,0,سهيل
suibhne,m,"irish, scottish",0,Suibhne
suibne,m,irish,0,Suibne
sukie,f,english,0,سوكي
sulabha,f,indian,0,سولابها
sulaiman,m,indian,0,سليمان
sülayman,m,arabic,0,سولمان
süleiman,m,arabic,0,سليمان
süleyman,m,"arabic, turkish",0,سليمان
sulislaw,m,polish,0,سوليسلاف
sullivan,m,english,0.22,سوليفان
sulo,m,finnish,0,سولو
suman,m,indian,0,سومان
sumantra,m,indian,0,Sumantra
sumati,"f,m",indian,0,سوماتي
sumayya,f,arabic,0,سومايا
sumiko,f,japanese,0,سوميكو
summanus,m,roman mythology,0,سوممانوس
summer,f,english,0.38,صيف
sunan,m,thai,0,صنان
sundar,m,indian,0,سوندار
sundara,m,indian,0,سوندارا
sunday,f,english,0.06,الأحد
sunder,m,indian,0,سندر
sunil,m,indian,0.06,سونيل
sunita,f,indian,0,سونيتا
sunitha,f,indian,0,سونيثا
suniti,f,indian,0,سونيتي
sunniva,f,scandinavian,0,السنة
sunny,"m,f",english,0.1,مشمس
sunshine,f,english,0.03,شروق الشمس
suraj,m,indian,0,سوراج
suraya,f,arabic,0,سورايا
surendra,m,indian,0,سوريندرا
suresh,m,indian,0,سوريش
surinder,m,indian,0,سورندر
surya,m,"indian, hindu mythology",0,سوريا
susan,f,english,0,سوزان
susana,f,"spanish, italian",0.03,سوزانا
susanita,f,spanish,0,سوزانيتا
susanna,f,"english, italian, biblical",0,سوزانا
susannah,f,"english, biblical (variant)",0.03,سوزانا
susanne,f,german,0,سوزان
suse,f,german,0.22,سوس
susheela,f,indian,0,سوشيل
sushil,m,indian,0,سوشيل
sushila,f,indian,0,سوشلا
susie,f,english,0.03,سوزي
susumu,m,japanese,0,سوسومو
suvi,f,finnish,0,Suvi
suzan,f,english,0.03,سوزان
suzana,f,"croatian, serbian",0,سوزانا
suzanna,f,english,0,سوزانا
suzanne,f,french,27.14,سوزان
suzette,f,french,0.29,سوزيت
suzie,f,english,0.1,سوزي
suzu,f,japanese,0,سوزو
suzume,f,japanese,0,سوزوم
suzy,f,english,0.92,سوزي
svajone,f,lithuanian,0,Svajone
svana,f,icelandic,0,سفانا
svanhild,f,norwegian,0,Svanhild
svanhildur,f,icelandic,0,Svanhildur
svarog,m,slavic mythology,0,Svarog
sven,m,swedish,0.25,سفين
sverre,m,norwegian,0,سفير
sveta,f,russian,0,سفيتا
svetlana,f,"russian, czech, bulgarian",0.06,سفيتلانا
svjetlana,f,croatian,0,Svjetlana
svyatopolk,m,russian,0,سفياتوبولك
svyatoslav,m,russian,0,Svyatoslav
swanhild,f,german,0,سوانهيلد
swanhilda,f,german,0,سوانهيلدا
swanhilde,f,german,0,سوانهيلد
swaran,m,indian,0,سواران
sweeney,m,"irish, scottish",0,سويني
swietomierz,m,polish,0,Swietomierz
swietopelk,m,polish,0,Swietopelk
swietoslaw,m,polish,0,Swietoslaw
swithin,m,,0,سويثين
swithun,m,,0,سويثون
sybella,f,english,0,سيبيلا
sybil,f,english,6.47,سي بيل
sybilla,f,"english, german",0,سيبيلا
sybille,f,"german, french",0,سيبيل
syd,m,english,0,سيد
sydne,f,english,0,سيدني
sydney,"f,m",english,0.64,سيدني
sylvain,m,french,1.31,سيلفان
sylvaine,f,french,0,سيلفين
sylvana,f,english,0.1,سيلفانا
sylvester,m,english,0.48,سيلفستر
sylvestre,m,french,2.77,سيلفستري
sylvia,f,"english, scandinavian, german",1.02,سيلفيا
sylviane,f,french,1.88,سيلفيان
sylvianne,f,french,0,سيلفيان
sylvie,f,french,17.33,سيلفي
sylwester,m,polish,0,سيلويستر
sylwia,f,polish,0.03,سيلويا
symphony,f,english,0.06,سمفونية
syntyche,f,"biblical, ancient greek",0,Syntyche
szabolcs,m,hungarian,0,Szabolcs
szczepan,m,polish,0,Szczepan
szczesny,m,polish,0,szczesny
szilárd,m,hungarian,0,Szilárd
szilveszter,m,hungarian,0,Szilveszter
szilvia,f,hungarian,0,Szilvia
szymon,m,polish,0,Szymon
taavetti,m,finnish,0,Taavetti
taavi,m,finnish,0,تافي
tabatha,f,english,0,تاباثا
tabby,f,english,0,تاببي
tabea,f,german,0,تابيا
tabitha,f,"english, biblical",0,تابيثا
tacey,f,english,0,تاسي
tacita,f,"ancient roman, english",0,تاسيتا
tacito,m,"italian, spanish, portuguese",0,تاسيتو
tacitus,m,ancient roman,0,تاسيتوس
tad,m,english,0,صبي
taddeo,m,italian,0,تاديو
tadej,m,slovene,0,tadej
tadeo,m,spanish,0,تاديو
tadeu,m,portuguese,0,تاديو
tadeusz,m,polish,0,tadeusz
tadg,m,"irish, scottish",0,tadg
tadhg,m,"irish, scottish",0,tadhg
taegan,"m,f",,0,تايجان
taffy,m,welsh,0,حلوى
tahnee,f,english (modern),0,تاهني
tähti,f,finnish,0,tähti
tahvo,m,finnish,0,طهوفو
tai,"m,f",chinese,0.57,تاي
taimi,f,finnish,0,تيمي
takako,f,japanese,0,تاكاكو
takashi,m,japanese,0,تاكاشي
takehiko,f,japanese,0,Takehiko
takeshi,m,japanese,0,تاكيشي
takouhi,f,armenian,0,تاكوهي
takumi,m,japanese,0,تاكومي
tal,"m,f",jewish,0.1,تال
talbot,m,english,1.21,تالبوت
taletta,f,,0,تاليتا
talfryn,m,welsh,0,تالفرين
talia,f,jewish,0,تاليا
taliba,f,arabic,0,طالبا
taliesin,m,welsh,0,Taliesin
taline,f,armenian,0,تالين
talitha,f,biblical,0,Talitha
tallulah,f,english,0,تالوله
talulla,f,irish,0,تالولا
talya,f,russian,0,تاليا
tam,m,scottish,4.08,تام
tamar,f,"jewish, biblical",0.06,تمار
tamara,f,russian,0.16,تمارا
tamás,m,hungarian,0,تاماس
tamati,m,maori,0,تاماتي
tameka,f,english,0,تاميكا
tamera,f,english,0,تاميرا
tami,f,english,0,تامي
tamia,f,,0,تاميا
tamid,m,arabic,0,تاميد
tamika,f,english,0,تاميكا
tamiko,f,japanese,0,تاميكو
tamir,m,jewish,0.03,تامير
tammaro,m,italian,0,تامارو
tammi,f,english,0,تامي
tammie,f,english,0,تامي
tammy,f,english,0.03,تامي
tamra,f,english,0,طمرا
tamsen,f,english,0,تامسن
tamsin,f,english,0,تامسين
tamson,f,,0,تامسون
tamzen,f,english,0,تامزن
tancred,m,ancient germanic,0,تانكريد
tancredo,m,italian,0,تانكريدو
taneka,f,english (modern),0,تانيكا
taneli,m,finnish,0,تانيلي
tanesha,f,english (modern),0,تانيشا
tania,f,english,0.1,تانيا
tanika,f,english (modern),0,تانيكا
tanis,f,near eastern mythology (hellenized),0,تانيس
tanisha,f,english (modern),0,تانيشا
tanit,f,near eastern mythology,0.03,تانيت
tanith,f,near eastern mythology,0,تانيث
tanja,f,"german, finnish, serbian, croatian, slovene",0,تانجا
tanner,"m,f",english,0.32,تانر
tansy,f,english,0,تانسي
tanya,f,"russian, english",0,تانيا
tanzi,f,english (modern),0,تنزي
tapani,m,finnish,0,تاباني
tapio,m,"finnish, mythology",0,تابو
tara (1),f,english,0,تارا (1)
tara (2),f,"indian, hindu mythology",0,تارا (2)
taranis,m,celtic mythology,0.03,تارانيس
taras,m,"russian, ukrainian",0.03,تاراس
tarek,m,arabic,0,تارك
tarina,f,english,0,تارينا
tariq,m,arabic,0,طارق
tarmo,m,finnish,0,تارمو
taro,m,japanese,0,تارو
tarquin,m,english,0.03,تاركين
taryn,f,english,0,تارين
tasgall,m,scottish,0,تاسجال
tasha,f,"russian, english",0,تاشا
taskill,m,scottish,0,شافيل
tate,"m,f",english,0.22,تيت
tatiana,f,"russian, slovak, bulgarian, romanian, spanish, portuguese, italian, english, ancient roman",0.19,تاتيانا
tatianna,f,english,0,تاتيانا
tatienne,f,french,0,تاتين
tatjana,f,"russian, serbian, croatian, slovene, german",0,تاتجانا
tatton,m,english,0,تاتون
tatu,m,finnish,0,تاتو
tatum,f,english,0.06,تاتوم
tatyana,f,russian,0,تاتيانا
tatyanna,f,english,0,تاتيانا
tau,m,african,0.13,تاو
tawfiq,m,arabic,0,Tawfiq
tawnie,f,english,0,tawnie
tawny,f,english,0,توني
tayler,"m,f",english,0,تايلر
taylor,"m,f",english,2.23,تايلور
teagan,"m,f",irish,0,تيجان
teague,m,irish,0,تيج
teal,f,english,0.03,بط نهري صغير
teale,f,english,0,شاي
tearach,m,,0,Tearach
teàrlach,m,scottish,0,Teàrlach
teàrlag,f,scottish,0,teàrlag
teasag,f,scottish,0,تاسي
teca,f,hungarian,0,تيكا
tecla,f,,0,تيكلا
tecumseh,m,native american,0,تيكومسيه
ted,m,english,0.32,تيد
teddy,m,english,0.45,دمية
teemu,m,finnish,0,teemu
tegan,"m,f",,0,تيغان
tegwen,f,welsh,0,تيغوين
tehila,f,jewish,0,تيهيلا
teige,m,irish,0,تيج
teigue,m,irish,0,تيج
teivel,m,jewish,0,تيفيل
tekla,f,"scandinavian, russian, polish",0,تيكلا
tel,m,english,176.17,هاتف
telesphore,m,french,0,Telesphore
telma,f,portuguese,0.1,تلما
teman,m,biblical,0,تيمان
temani,m,biblical (variant),0,تيماني
temel,m,turkish,0,تيميل
temitope,f,african,0,تيميتوب
temperance,f,english,0,الاعتدال
tempest,f,english,0,العاصفة
temple,"m,f",english,25.42,معبد
temujin,m,history,0,تيموجين
tendai,f,african,0.03,تيرد
tennyson,m,english,0,تينيسون
tenskwatawa,m,native american,0,Tenskwatawa
teodor,m,"scandinavian, romanian, czech, polish, serbian, croatian",0.03,تيودور
teodora,f,"italian, spanish, portuguese, swedish, romanian, polish",0,تيودورا
teodoro,m,"italian, spanish, portuguese",0.03,تيودورو
teodors,m,latvian,0,teodors
teodosio,m,"italian, spanish, portuguese",0,تيودوسيو
teofil,m,polish,0,تيوفيل
teofilo,m,"italian, spanish, portuguese",0,تيوفيلو
teppo,m,finnish,0,تيبو
tera,f,english,0.03,تيرا
terach,m,biblical (variant),0,تيراش
terah,m,biblical,0,تيرا
terance,m,english,0,تيريانس
tercero,m,spanish,0,tercero
tere,f,spanish,0,تيري
terence,m,english,0.29,تيرينس
terenzio,m,italian,0,تيرينزيو
teresa,f,"spanish, portuguese, italian, finnish, polish",1.59,تيريزا
terese,f,,0,تيريز
teresinha,f,portuguese,0,تيريسينها
teréz,f,hungarian,0,تيريز
tereza,f,"bulgarian, czech, slovak, romanian",0,تيريزا
terézia,f,hungarian,0,تيريزيا
terezija,f,slovene,0,تيريزيجا
terezinha,f,portuguese,0,تيريزينها
teri,f,english,0,تيري
teris,m,,0,تيريس
terminus,m,roman mythology,3.25,محطة
tero,m,finnish,0,تيرو
terpsichore,f,greek mythology,0.13,Terpsichore
terra,f,english,0.54,تيرا
terrance,m,english,0,terrance
terrell,m,english,0,تيريل
terrence,m,english,0,تيرينس
terri,f,english,0,تيري
terrie,f,english,0,تيري
terry,"m,f",english,0.06,تيري
tertius,m,ancient roman,0,تيرتيوس
tess,f,english,0.1,تيس
tessa,f,english,0.06,تيسا
tessie,f,english,0,تيسي
tetty,f,english,0,تيتي
teunis,m,dutch,0,تيونيس
teuvo,m,finnish,0,توفو
tevye,m,jewish,0,تيفي
tex,m,english,0.29,تكس
thabo,m,african,0,ثابو
thad,m,english,0,ثاد
thaddeus,m,"english, biblical",0.06,ثاديوس
thais,f,ancient greek,0.03,التايلانديين
thales,m,ancient greek,0,ثاليس
thalia,f,greek mythology,0.03,ثاليا
than,m,,0.03,من
thanatos,m,greek mythology,0.06,Thanatos
thane,m,english,0,ثين
thanh,"m,f",vietnamese,0.03,ثانه
thea,f,english,0,ال
thecla,f,,0,ثكلا
theda,f,german,0,دا
theirn,m,french,0,لهم
thekla,f,greek,0,ثيكلا
thelma,f,english,0,ثيلما
thelonius,m,ancient germanic (latinized),0,ثيلونيوس
themis,f,greek mythology,0,ثيميس
themistocles,m,ancient greek (latinized),0,Themistocles
théo,m,french,3.31,ثيو
theo,m,english,0.06,ثيو
theobald,m,english,0,ثيوبالد
theocritus,m,ancient greek (latinized),0,الثيوقراطية
theodor,m,german,0.41,ثيودور
theodora,f,"english, greek, ancient greek",0,ثيودورا
théodore,m,french,2.68,تيودور
theodore,m,english,0,ثيودور
theodoric,m,ancient germanic,0,ثيودوريك
theodoros,m,"greek, ancient greek",0.03,ثيودوروس
theodosia,f,"ancient greek, greek",0,ثيودوسيا
theodosius,m,ancient greek (latinized),0,ثيودوسيوس
theodotus,m,ancient greek (latinized),0,ثيودوت
theophania,f,"greek, ancient greek",0,ثيوفانيا
theophila,f,ancient greek,0,ثيوفيلا
théophile,m,french,1.37,ثيوفيلي
theophilus,m,"biblical, ancient greek (latinized)",0,ثيوفيلوس
theophylaktos,m,"greek, ancient greek",0,ثيوفيلاكتوس
therapon,m,ancient greek,0,therapon
theresa,f,english,0,هناك
thérèse,f,french,23.26,ثري
theresia,f,german,0,تيريسيا
theron,m,ancient greek,0,ثيرون
theseus,m,greek mythology,0,ثيسيوس
theunis,m,dutch,0,ثيونيس
thi,f,vietnamese,0.06,ثي
thiago,m,portuguese,0,تياجو
thibault,m,french,2.04,ثيبولت
thierry,m,french,5.35,تيري
thirza,f,,0,ثيرزا
thom,m,english,0.13,ثوم
thomas,m,"english, french, german, scandinavian, biblical",48.42,توماس
thomasina,f,english,0,توماسينا
þór,m,icelandic,0,Þór
thor,m,norse mythology,0.1,ثور
thora,f,"scandinavian, german",0.32,ثوررا
þórbjörn,m,ancient scandinavian,0,Þórbjörn
thorbjörn,m,danish,0,Thorbjörn
thorborg,f,scandinavian,0,ثوربورغ
thorburn,m,english,0,ثوربورن
þórdís,f,ancient scandinavian,0,Þórdís
þórir,m,icelandic,0,Þórir
thorley,m,english,0,ثورلي
thornton,m,english,0.35,ثورنتون
þórr,m,norse mythology,0,Þórr
þórstein,m,ancient scandinavian,0,Þórstein
thorstein,m,"swedish, danish",0,ثورشتاين
thorvald,m,scandinavian,0,ثورفالد
thoth,m,egyptian mythology (hellenized),0,ثوث
thracius,m,ancient roman,0,Thracius
thu,f,vietnamese,0,الخميس
thuán,m,vietnamese,0,ثوان
thucydides,m,ancient greek (latinized),0,thucydides
thunor,m,anglo-saxon mythology,0,ثونور
thurayya,f,arabic,0,ثورايا
thurstan,m,english,0,ثورستان
thutmose,m,egyptian mythology,0,thutmose
thuy,f,vietnamese,0,ثوي
thyra,f,scandinavian,0.03,ثيرا
thyrza,f,,0,ثيرزا
tia,f,english,2.33,تيا
tiago,m,portuguese,0.03,تياجو
tiamat,f,near eastern mythology,0,تيامات
tiana,f,english,0,تيانا
tianna,f,english,0,تيانا
tiara,f,english,0,تاج
tiarnach,m,irish,0,Tiarnach
tiarnan,m,irish,0,تيارنان
tibby,m,english,0,تيببي
tiberius,m,ancient roman,0,تيبيريوس
tibor,m,hungarian,0.1,تيبور
tiborc,m,hungarian,0,Tiborc
tiburcio,m,"spanish, portuguese",0,تيبورسيو
tiede,m,"frisian, dutch",0,تيد
tien,f,vietnamese,3.6,تيان
tiernan,m,irish,0,تيرنان
tierney,m,irish,0.03,تيرني
tierra,f,,0.45,تييرا
tiffani,f,english (modern),0,تيفاني
tiffany,f,english,0.1,تيفاني
tiger,m,english,0.03,نمر
tigernach,m,irish,0,tigernach
tigernán,m,irish,0,Tigernán
tighearnach,m,irish,0,tighearnach
tighearnán,m,irish,0,tighearnán
tiina,f,finnish,0,تيينا
tikhon,m,russian,0,تيخون
tilda,f,"english, swedish",0,تيلدا
till,m,german,0.1,حتى
tillie,f,english,0,تيلي
tillo,m,german,0,تيلو
tilly,f,english,0.13,تيلي
tim,m,english,0.92,تيم
timaeus,m,ancient greek (latinized),0,تيميوس
tímea,f,hungarian,0,تيميا
timeus,m,,0,Timeus
timmy,m,english,0,تيمي
timo (1),m,finnish,0,تيمو (1)
timo (2),f,ancient greek,0,تيمو (2)
timofei,m,russian,0,تيموفي
timon,m,"ancient greek, biblical",1.27,تيمون
timotei,m,bulgarian,0,تيموتي
timotej,m,slovene,0,Timotej
timoteo,m,"italian, spanish, portuguese",0,تيموتيو
timoteus,m,,0,تيموتوس
timotha,f,english (modern),0,تيموثا
timothea,f,"ancient greek, greek",0,تيموثيا
timothée,m,french,7.07,تيموثي
timothy,m,"english, biblical",0.03,تيموثي
timoti,m,maori,0,تيموتي
tina,f,"english, italian",0.16,تينا
tinek,m,slovene,0,تينك
tinuviel,f,literature,0,تينوفيل
tipene,m,maori,0,تيبن
tiphanie,f,english (modern),0,تيبهاني
tiras,m,biblical,0.03,تيراس
tirzah,f,biblical,0,تيرزا
tisha,f,english,0,تيشا
titania,f,english,0.1,تيتانيا
titilayo,f,african,0,تيتيلايو
tito,m,"italian, spanish",1.02,تيتو
titty,f,english,0,تيتي
titus,m,"ancient roman, biblical, english",0.96,تيتوس
tivadar,m,hungarian,0,تيفادار
tivoli,"m,f",,0.51,تيفولي
tiw,m,anglo-saxon mythology,0,تيو
tiwlip,f,welsh,0,tiwlip
tiziana,f,italian,0,تيزيانا
tiziano,m,italian,0.03,تيزيانو
tlaloc,m,new world mythology,0,tlaloc
toal,m,irish,0,toal
tobiah,m,biblical,0,توبيا
tobias,m,biblical,0,توبياس
tobin,m,english,0,توبين
toby,"m,f",english,0.1,توبي
tod,m,english,0,تود
todd,m,english,0.64,تود
todor,m,bulgarian,0,تودور
toiba,f,jewish,0,تيبا
toinette,f,french,0.25,توينيت
toini,f,finnish,0,تويني
toirdhealbhach,m,irish,0,toirdhealbhach
toiréasa,f,irish,0,تورياسا
toivo,m,finnish,0,Toivo
tola,f,khmer,0.03,تولا
tolly,m,english,0,تولي
tom,m,english,3.12,توم
toma (1),f,russian,0,توما (1)
toma (2),m,croatian,0,توما (2)
tòmas,m,scottish,0,tòmas
tomás,m,"spanish, portuguese, irish, czech",0,توماس
tomas,m,"swedish, norwegian",0,توماس
tomasa,f,spanish,0,توماسا
tomasz,m,polish,0,توماس
tomaz,m,slovene,0,توماز
tomer,m,jewish,0,تومر
tomi,m,"finnish, hungarian",0,تومي
tomiko,f,japanese,0,توميكو
tomislav,m,croatian,0,توميسلاف
tomislava,f,croatian,0,توميسلافا
tommaso,m,italian,0,توماسو
tommi,m,finnish,0,تومي
tommie,"m,f",english,0,تومي
tommy,m,english,1.08,تومي
tomos,m,welsh,0,توموس
tondra,f,esperanto,0,توندرا
toni (1),m,hungarian,0,توني (1)
toni (2),f,english,0,توني (2)
tonia,f,english,0,تونيا
tonio,m,italian,0.48,تونو
tonka,f,slovene,0,تونكا
tony,m,english,0.57,توني
tonya,f,english,0,تونيا
topaz,f,english,0,توباز
topher,m,english,0,Topher
topi,m,finnish,0,توبي
topsy,f,english,0,توبسي
tor,m,scandinavian,0.13,تور
tora,f,scandinavian,0.06,تورا
torben,m,danish,0,Torben
torbjörn,m,swedish,0,Torbjörn
torborg,f,scandinavian,0,توربورغ
torcall,m,,0,Torcall
tordis,f,"norwegian, danish",0.1,tordis
tore (1),m,scandinavian,0,مزق (1)
tore (2),m,italian,0,مزق (2)
torgeir,m,"norwegian, danish",0,تورير
torger,m,"norwegian, danish",0,تورجر
torhild,f,norwegian,0,توهيلد
tori,f,english,0.06,توري
toria,f,english,0,توريا
toribio,m,spanish,0.19,توربيو
toril,m,indian,0.22,Toril
torin,m,irish,0,تورين
torkel,m,swedish,0,توركيل
tormod,m,norwegian,0,تورمود
torquil,m,scottish,0,توركيل
torsten,m,"swedish, danish",0.03,تورستن
torvald,m,scandinavian,0,تورفالد
totty,f,english,0,توتي
toussaint,m,french,2.17,Toussaint
tova,f,jewish,0,توفا
tovah,f,jewish,0,Tovah
tovia,f,,0,توفيا
toya,f,,0,تويا
trace,"m,f",english,33.04,يتعقب
tracee,f,english (modern),0,تريسي
tracey,"f,m",english,0,تريسي
traci,f,english (modern),0,تريسي
tracie,f,english,0,تريسي
tracy,"f,m",english,0.19,تريسي
trafford,"m,f",english,0,ترافورد
trahaearn,m,welsh,0,trahaearn
traherne,m,welsh,0.03,traherne
trai,m,vietnamese,0,تراي
traian,m,romanian,0,تريان
trajan,m,history,2.04,تراجان
tranter,m,english,0,ترانتر
travers,m,english,176.81,ترافرز
travis,m,english,0,ترافيس
treasa,f,irish,0,أمين
trecia,f,english,0,تريسيا
trefor,m,welsh,0,تريفور
trent,m,english,0,ترينت
trenton,m,english,0,ترينتون
tresha,f,english,0,تريشا
trev,m,"welsh, english",0,تريف
trevelyan,m,english,0,تريفيليان
trevor,m,"welsh, english",0,تريفور
trey,m,english,0,تري
tria,f,,0.16,ثلاثية
tricia,f,english,0,تريشيا
trijntje,f,dutch,0,Trijntje
trina,f,english,0,ترينا
trine,f,danish,0.03,ترين
trini,f,spanish,0.06,تريني
trinidad,"f,m",spanish,0.22,ترينيداد
trinity,f,english,0.35,الثالوث
trish,f,english,0,تريش
trisha,f,english,0,تريشا
trista,f,english,0,تريستا
tristán,m,spanish,0,تريستان
tristan,m,"welsh, english, french, celtic mythology",4.21,تريستان
tristand,m,english,0,تريستاند
tristão,m,portuguese,0,تريستاو
tristen,m,english,0,تريستن
tristin,m,english,0,تريستين
triston,m,english,0,تريستون
tristram,m,english,0.03,تريسترام
trix,f,english,0.1,تريكس
trixie,f,english,0,تريكسي
troy,m,english,0,طروادة
trudi,f,"german, english",0,ترودي
trudie,f,english,0,ترودي
trudy,f,english,0.22,ترودي
trueman,m,english,0,رجل حقيقي
truman,m,english,2.23,ترومان
tryggve,m,swedish,0,تريجف
trygve,m,scandinavian,0.06,Trygve
tryphena,f,biblical,0,Tryphena
tryphon,m,"greek, ancient greek",0,Tryphon
tryphosa,f,biblical,0,Tryphosa
trystan,m,welsh,0,تريستان
tsholofelo,f,african,0,تشولوفيلو
tu (1),"m,f",chinese,0,تو (1)
tu (2),"m,f",vietnamese,0,تو (2)
tuan,m,vietnamese,0,توان
tuathal,m,irish,0,tuathal
tucker,m,english,0.06,تاكر
tudor,m,welsh,0.64,تيودور
tudur,m,welsh,0,تيودور
tue,m,danish,19.94,الثلاثاء
tuija,f,finnish,0,تويجا
tullia,f,"italian, ancient roman",0.13,توليا
tullio,m,italian,0.03,توليو
tully,m,,0,tully
tunç,m,turkish,0,تونس
tünde,f,hungarian,0,توندي
tündér,f,hungarian,0,توندر
tuomas,m,finnish,0,توماس
tuomo,m,finnish,0,تومو
tuor,m,literature,0,توور
ture,m,scandinavian,0,ثور
turin,m,literature,2.74,تورينو
turlough,m,irish,0,تورث
tutankhamon,m,ancient egyptian,0,توتانخون
tuulikki,f,"finnish, mythology",0,توليكي
tuvya,m,jewish,0,Tuvya
tuyên,f,vietnamese,0,tuyên
tuyet,f,vietnamese,0,tuyet
twdor,m,hungarian,0,Twdor
twila,f,english,0,تولا
twyla,f,english,0,twyla
txomin,m,basque,0,تكوين
ty,m,english,0.13,تاي
tybalt,m,english,0,Tybalt
tycho,m,ancient greek (latinized),0.38,Tycho
tye,m,english,0,تاي
tyge,m,danish,0,تايج
tyko,m,swedish,0,Tyko
tylar,m,english,0,تيلار
tyler,"m,f",english,0.06,تايلر
tylor,m,english,0.38,تيلور
tymoteusz,m,polish,0,tymoteusz
tyr,m,norse mythology,0.83,تير
tyra,f,scandinavian,0,تايرا
tyreek,m,english (modern),0,Tyreek
tyrell,m,english,0.03,تيريل
tyrese,m,english,0,تيريز
tyrik,m,english (modern),0,تيريك
tyriq,m,english (modern),0,تيريك
tyrone,m,english,0.06,تيرون
tyrrell,m,english,0.48,تيريل
tyson,m,english,0.03,تايسون
tzeitel,f,jewish,0,tzeitel
tziporah,f,jewish,0,tziporah
tzofiya,f,jewish,0,Tzofiya
tzufit,f,jewish,0,Tzufit
uaithne,m,irish,0,uaithne
ualan,m,scottish,0,أولان
uberto,m,italian,0,أوبرتو
udo,m,german,0.06,انت تفعل
ugo,m,italian,0.16,ugo
uilleag,m,irish,0,uilleag
uilleam,m,scottish,0,UILLEAM
uilliam,m,irish,0,Uilliam
uinseann,m,irish,0,uinseann
ùisdean,m,scottish,0,ùisdean
ukko,m,"finnish, mythology",0,ukko
uland,m,english,0,أواند
ulbrecht,m,,0,أولبريشت
ulf,m,"danish, swedish",0,ULF
ulick,m,irish,0,أوليك
ulises,m,spanish,0,Ulises
ulisse,m,italian,0,أوليس
ulisses,m,portuguese,0,ulisses
ulla,f,scandinavian,0.03,أوللا
ulric,m,english,0,أولريك
ulrica,f,swedish,0,Ulrica
ulrich,m,"german, french",0.35,أولريتش
ulrik,m,scandinavian,0,أولريك
ulrika,f,"german, scandinavian",0,أولريكا
ulrike,f,"german, danish",0.03,أولريك
ultan,m,irish,0,Ultan
ulyssa,f,english,0,أوليسا
ulysses,m,"roman mythology, english",0,أوليسيس
uma,f,"indian, hindu mythology",0.03,أوما
umar,m,arabic,0.03,عمر
umberto,m,italian,0.13,أمبرتو
ume,f,japanese,0.1,أومي
una,f,"irish, scottish",0.48,أونا
undine,f,literature,0.06,تراجع
unice,f,english (modern),0,اليونيس
unique,f,english,70.91,فريد
unity,f,english,0,وحدة
upton,m,english,0.19,أبتون
urania,f,greek mythology (latinized),0,أورانيا
uranus,m,greek mythology (latinized),1.37,أورانوس
urbain,m,french,17.14,urbain
urban,m,"english, danish, swedish, polish, czech",0.16,حضري
urbana,f,"ancient roman, italian",0.03,أوربانا
urbano,m,"italian, spanish",0.29,أوربانو
uri,m,"biblical, jewish",0.1,أوري
uriah,m,biblical,0,أوريا
urias,m,,0,أورياس
uriel,m,"biblical, jewish",0.03,أوريل
urien,m,"welsh, welsh mythology",0.06,أورين
urjasz,m,polish,0,أورجاس
urs,m,german,0.86,أورس
ursel,f,german,0.03,أورسل
ursella,f,english,0,أورسيلا
ursula,f,"english, scandinavian, german",7.45,أورسولا
urszula,f,polish,0,أورسلا
urvakhsha,m,,0,Urvakhsha
usagi,f,japanese,0,أوساجي
usama,m,arabic,0,أوسامة
uschi,f,german,0,أوشي
usha,f,indian,0,أوشا
usko,m,finnish,0,أوسكو
usman,m,turkish,0,عثمان
usoa,f,basque,0,USOA
ustinya,f,russian,0,ustinya
ute,f,german,0,يوت
uthman,m,arabic,0,عثمان
utz,m,german,0,يوتز
uwe,m,german,0,أوي
uzi,m,"biblical, jewish",0.03,أوزي
uzma,f,arabic,0,uzma
uzziah,m,biblical,0,أوزيا
uzziel,m,"biblical, jewish",0,أوزيل
václav,m,czech,0,فكلاف
václava,f,czech,0,فكلافا
vadim,m,russian,0.06,فاديم
vahan,m,armenian,0,فهان
val,"m,f",english,4.68,فال
valarie,f,english,0,فالاري
valary,f,english,0,فالاري
valda,f,english,0.16,فالدا
valdemar,m,scandinavian,0.03,فالدمار
